tweet_id;joy;sadness;anger;fear;disgust;sentiment
864318055987515392;0.07000377453;0.20755347497999999;0.126805118625;0.09369765288000001;0.16266983868;0.0
825053786532085760;0.01224014;0.23133283712000002;0.9801489192000001;0.16807911296;0.8647629865600001;-1.51029054352
778228391208034305;0.45110452068300005;0.7455845414810001;0.4993615426910001;0.5359550649570001;1.1333975933700002;0.0
778568207640645632;0.354427390901;0.16240379520099998;0.08595468841699999;0.025638688995999998;0.357860651456;0.0
779908276049674240;0.139851540468;0.350268346876;0.20976335548199998;0.404567215885;0.479631157801;-0.202257712902
868227285958238208;0.149070248876;0.5346070528820001;0.666537209642;0.41066885266599995;0.452476426038;-1.189075988984
778335235117244416;1.011048474562;0.459143006263;0.150269401093;0.19861327451500002;0.413000925739;-1.8191686534879998
802247522433441792;0.012443912676;0.44218520210800005;0.11599320881200001;0.843599486756;1.359361351348;-1.7733921239839998
664249982275338240;0.11762229868400001;0.34208363684;0.510123789362;0.136634497054;0.388791733154;-0.519621856094
780378092179165184;0.555268404978;0.566503171822;0.28778600081;0.40255732667499994;0.9623893624590001;0.0
779102491334041600;1.042172280356;0.158696834532;0.48833745312800003;0.10762757846399999;0.694299585864;0.0
778642136291872768;0.072885546045;1.166790780684;0.41872016392500006;1.014106270152;1.04481559848;0.0
778007834625617920;0.223290404718;0.45832760434400005;1.188293078868;0.5619711670640002;0.39986235669200004;-1.590284288072
780433578295373824;0.91427869015;0.35282569071399994;0.456168439188;0.5906146588299999;0.116706982448;0.0
871204395517714432;0.051713834076000005;2.6838608034;0.20117457197400002;0.2908860260700001;0.89081592915;-2.4791130135
778392335822446592;0.10243304889499999;0.5684531702039999;0.9891302740180001;0.49387917683;0.27157321411700003;-0.301338342893
864312635327737856;0.472952417377;1.4687761226929998;0.5666491037789999;0.410986356206;0.19174075312699998;-0.832179244855
778361629633155072;0.39333475544;0.39407755163400005;0.193758716227;0.245213323983;0.7040736761799999;0.0
824748886749224960;0.22524413548099997;0.7781554368489999;0.814639806322;0.324395945218;2.598564237929;-1.9577410156600004
780350691571175424;1.192168447065;0.44602898709;0.22017254339199996;0.441774869824;0.9099922943610002;0.47856105105600005
818272470918696960;0.14010820108999997;0.938018923919;0.440697656828;0.37170794002099994;1.646106891451;-1.2500010297170001
779094836838301697;0.166263659104;0.395949493568;0.10838777564799999;0.0353254968;0.282223642848;0.0
779367804394872832;0.011721988005;0.23905904486100002;0.229698606384;0.482741888148;0.229750062165;-0.570559732053
779302525736456192;0.916854688743;0.247819353768;0.038270232987000004;0.016615736571;0.073955363097;0.0
778393388840124417;0.0;0.0;0.0;0.0;0.0;0.0
780872957891600384;0.18519989328000003;0.21794485292100002;0.243433054566;0.06893035665000001;0.574538668449;-0.6401888908860001
825543842296365056;1.3319198749649999;0.224715620175;0.483132919863;0.080809524168;0.5629355972310001;0.0
781214553812054018;0.268634978173;0.27944090377400005;0.8114427309330001;0.205857688468;0.619409163549;0.47694583829500004
864363129068601345;0.472952417377;1.4687761226929998;0.5666491037789999;0.410986356206;0.19174075312699998;-0.832179244855
795298111082086400;0.0;0.0;0.0;0.0;0.0;0.0
864338944368013312;0.472952417377;1.4687761226929998;0.5666491037789999;0.410986356206;0.19174075312699998;-0.832179244855
778745551156289536;0.875328331935;0.8925343248609999;0.679564398654;0.30169939414;0.808431908169;0.0
865663809234411521;0.189121455162;0.360013671192;0.09742503312400001;0.07970369526400001;0.38307165285199996;0.0
864317485113237504;0.34727110138600004;1.078466845874;0.416069040222;0.301771762508;0.140787994886;-1.17358891079
777697565898706944;1.07476423992;1.9294730122500001;0.9272783850749999;0.124827089625;0.5434066011149999;0.0
777886782528458752;0.47807130806;0.35153410506199995;0.242923251982;0.15792958230799997;0.273437948454;0.0
779469408087388160;0.249743728161;0.32744680858200004;0.107334592434;0.37430003888499996;0.384491640252;-0.202587327684
778616533677334528;0.378167086378;0.7656234798179999;0.080978175864;0.11335339336799999;0.09400290002600001;0.457885081656
779024437592989696;0.311431249906;0.533686588376;0.40383600616200005;0.493625344948;0.7954505200640001;-0.7309577852060001
779468884529197056;0.43836835323400003;0.9949740653350001;0.26290124168900003;0.7740699452869999;1.513950991827;-0.888295137742
796365409469415424;0.030612046640999997;0.310804659792;0.541978979157;0.106163369499;0.246574575852;-0.756608038032
778227601617715200;0.486252181863;0.462652808237;0.510242662967;0.422218463037;1.081554002689;0.0
778194293672382464;0.590531720617;0.758465576084;0.22105978108000002;0.331232226363;0.679855342894;0.32147647378099997
787109912673390592;0.909066335688;0.19591155234000002;0.15593648742;0.19319407253999998;0.6440539573440001;-1.03682162052
777904706429550594;0.222450237108;0.43129569917099997;0.23422136008000002;0.8350934903489999;0.268027033684;-0.43299239078699997
778234661222789121;0.45110452068300005;0.7455845414810001;0.4993615426910001;0.5359550649570001;1.1333975933700002;0.0
777979636340789252;0.394509206784;0.7984927047600001;0.20758281061599998;0.597687852648;0.11523689668800002;0.0
778601039599640576;0.360841342455;0.693480306219;0.07087296383700001;0.118845946005;0.10300417824300001;0.425622524949
777862915072208897;0.8848394864400001;1.67600385084;0.53727456594;0.17427887279999998;0.8094736982399999;0.4103017296599999
778769737102786560;0.378167086378;0.7656234798179999;0.080978175864;0.11335339336799999;0.09400290002600001;0.457885081656
779063146535202816;0.185131429744;0.136242396456;0.24482507524199998;0.20205073055699999;0.280796263158;0.092524970601
781056330350092288;0.171347467878;0.5140876064940001;0.23866658051400003;0.6636005862300001;0.400018189284;0.0
806167662585790464;0.6963112500390001;0.5548849177740001;0.532537594265;0.33045242850300005;0.25496082385;-0.7318690062400002
778951709737439233;0.274327635132;0.22013896616200002;0.309082206162;0.426627368565;1.3752337061370001;0.0
779790088834314241;0.378167086378;0.7656234798179999;0.080978175864;0.11335339336799999;0.09400290002600001;0.457885081656
864352105280094208;0.512288955781;0.5050341148520001;0.229482651859;0.12089865326299999;0.13005376351;-0.946698581266
779143600965844992;1.00975606614;0.27292994064;0.04214800926;0.01829934558;0.08144897706000001;0.0
780930127437893632;0.021719584963999998;0.144849713547;0.11240894726600001;0.05289192832;0.324863772002;-0.384661133544
796249032020688896;0.0;0.0;0.0;0.0;0.0;0.0
864443467027673088;0.119417014719;0.064203773661;0.07635949763399999;0.055012812012;0.43120920134699997;0.0
818869442272784384;0.38036561963399995;0.405291506796;1.2377282347979999;0.21675910192199999;0.449112144294;-1.357047961632
824703147155324929;0.08374457537;0.942721817345;0.403763731205;0.05142216467999999;0.44038431752499996;1.31410790809
778981267630989312;0.166263659104;0.395949493568;0.10838777564799999;0.0353254968;0.282223642848;0.0
777545699588124672;0.37592722318800004;0.909130227663;0.713299698954;0.39620695056499994;0.5692611124689999;-0.857274580326
864438862940123136;1.323214006831;0.42210703506999997;0.12203129416;0.388817036023;0.11664437152200002;0.0
777894724875223040;0.750108368946;0.5789080295460001;0.41286062113800004;0.533947434382;1.074358854306;0.149519626515
